Date,Statistic,GDP,Population,Inflation Rate,Interest Rate
1996-01-01,2831.3333333333335,127488.816923077,7800.4,2.9,6.233333333333333
1996-01-02,2865.6666666666665,128195.57634615392,7804.791666666666,3.0,6.086666666666667
1996-01-03,2900.0,128902.33576923083,7809.183333333333,3.0,5.94
1996-01-04,2918.0,129609.09519230775,7813.575,2.8,5.856666666666667
1996-01-05,2936.0,130315.85461538467,7817.966666666666,2.8,5.773333333333333
1996-01-06,2954.0,131022.61403846159,7822.358333333334,2.8,5.69
1996-01-07,2987.0,131729.3734615385,7826.75,2.7,5.69
1996-01-08,3020.0,132436.13288461542,7831.141666666666,2.7,5.69
1996-01-09,3053.0,133142.89230769232,7835.533333333334,2.7,5.69
1996-01-10,3130.0,133849.65173076926,7839.925,3.0,5.773333333333333
1996-01-11,3207.0,134556.41115384616,7844.316666666667,3.1,5.856666666666667
1996-01-12,3284.0,135263.1705769231,7848.708333333334,2.8,5.94
1997-01-01,3326.6666666666665,135969.93,7853.1,2.6,5.94
1997-01-02,3369.3333333333335,137153.93583333332,7856.075000000001,2.4,5.94
1997-01-03,3412.0,138337.94166666665,7859.05,2.2,5.94
1997-01-04,3500.3333333333335,139521.9475,7862.025000000001,2.1,6.043333333333334
1997-01-05,3588.6666666666665,140705.95333333334,7865.0,2.1,6.1466666666666665
1997-01-06,3677.0,141889.95916666667,7867.975,2.1,6.25
1997-01-07,3734.0,143073.965,7870.950000000001,2.4,6.416666666666667
1997-01-08,3791.0,144257.97083333333,7873.925,2.3,6.583333333333333
1997-01-09,3848.0,145441.97666666665,7876.900000000001,2.2,6.75
1997-01-10,3839.0,146625.98249999998,7879.875,2.2,6.916666666666667
1997-01-11,3830.0,147809.98833333334,7882.85,2.1,7.083333333333333
1997-01-12,3821.0,148993.99416666667,7885.825,1.9,7.25
1998-01-01,3793.3333333333335,150178.0,7888.8,1.8,7.25
1998-01-02,3765.6666666666665,150815.25,7894.325,1.8,7.25
1998-01-03,3738.0,151452.5,7899.85,1.9,7.25
1998-01-04,3667.3333333333335,152089.75,7905.375,2.1,7.333333333333333
1998-01-05,3596.6666666666665,152727.0,7910.900000000001,2.2,7.416666666666667
1998-01-06,3526.0,153364.25,7916.425,1.9,7.5
1998-01-07,3483.0,154001.5,7921.950000000001,1.7,7.5
1998-01-08,3440.0,154638.75,7927.475,1.6,7.5
1998-01-09,3397.0,155276.0,7933.0,1.7,7.5
1998-01-10,3384.3333333333335,155913.25,7938.525000000001,1.6,7.083333333333333
1998-01-11,3371.6666666666665,156550.5,7944.05,1.7,6.666666666666667
1998-01-12,3359.0,157187.75,7949.575000000001,1.9,6.25
1999-01-01,3376.3333333333335,157825.0,7955.1,2.0,6.0
1999-01-02,3393.6666666666665,158477.0,7958.058333333333,1.9,5.75
1999-01-03,3411.0,159129.0,7961.016666666667,2.1,5.5
1999-01-04,3507.6666666666665,159781.0,7963.975,2.0,5.333333333333333
1999-01-05,3604.3333333333335,160433.0,7966.933333333333,1.7,5.166666666666667
1999-01-06,3701.0,161085.0,7969.891666666667,1.8,5.0
1999-01-07,3790.0,161737.0,7972.85,1.7,5.083333333333333
1999-01-08,3879.0,162389.0,7975.808333333333,1.6,5.166666666666667
1999-01-09,3968.0,163041.0,7978.766666666667,1.6,5.25
1999-01-10,4030.6666666666665,163693.0,7981.725,1.5,5.333333333333333
1999-01-11,4093.3333333333335,164345.0,7984.683333333333,1.5,5.416666666666667
1999-01-12,4156.0,164997.0,7987.641666666667,1.5,5.5
2000-01-01,4184.666666666667,165649.0,7990.6,1.2,5.583333333333333
2000-01-02,4213.333333333333,166174.0,7993.333333333334,1.2,5.666666666666667
2000-01-03,4242.0,166699.0,7996.066666666667,1.0,5.75
2000-01-04,4204.666666666667,167224.0,7998.8,0.9,5.75
2000-01-05,4167.333333333333,167749.0,8001.533333333334,1.0,5.75
2000-01-06,4130.0,168274.0,8004.266666666666,1.2,5.75
2000-01-07,4012.3333333333335,168799.0,8007.0,1.2,5.75
2000-01-08,3894.6666666666665,169324.0,8009.733333333334,1.0,5.75
2000-01-09,3777.0,169849.0,8012.466666666666,1.3,5.75
2000-01-10,3678.0,170374.0,8015.2,1.4,5.75
2000-01-11,3579.0,170899.0,8017.933333333333,1.5,5.75
2000-01-12,3480.0,171424.0,8020.666666666666,1.2,5.75
2001-01-01,3480.0,171949.0,8023.4,1.2,5.75
2001-01-02,3480.0,172569.83333333334,8025.216666666666,1.2,5.75
2001-01-03,3480.0,173190.66666666666,8027.033333333333,1.3,5.75
2001-01-04,3497.6666666666665,173811.5,8028.849999999999,1.5,5.583333333333333
2001-01-05,3515.3333333333335,174432.33333333334,8030.666666666666,1.9,5.416666666666667
2001-01-06,3533.0,175053.16666666666,8032.483333333333,1.9,5.25
2001-01-07,3646.3333333333335,175674.0,8034.299999999999,1.7,5.083333333333333
2001-01-08,3759.6666666666665,176294.83333333334,8036.116666666667,2.1,4.916666666666667
2001-01-09,3873.0,176915.66666666666,8037.933333333333,1.7,4.75
2001-01-10,3931.6666666666665,177536.5,8039.75,1.6,4.5
2001-01-11,3990.3333333333335,178157.33333333334,8041.566666666667,1.2,4.25
2001-01-12,4049.0,178778.16666666666,8043.383333333333,1.4,4.0
2002-01-01,4002.3333333333335,179399.0,8045.2,1.8,4.0
2002-01-02,3955.6666666666665,180119.25,8048.758333333333,1.7,4.0
2002-01-03,3909.0,180839.5,8052.316666666667,1.7,4.0
2002-01-04,3911.6666666666665,181559.75,8055.875,1.6,4.0
2002-01-05,3914.3333333333335,182280.0,8059.433333333333,1.2,4.0
2002-01-06,3917.0,183000.25,8062.991666666667,1.1,4.0
2002-01-07,3882.0,183720.5,8066.549999999999,1.4,4.0
2002-01-08,3847.0,184440.75,8070.108333333333,1.3,4.0
2002-01-09,3812.0,185161.0,8073.666666666666,1.2,4.0
2002-01-10,3838.6666666666665,185881.25,8077.224999999999,1.5,4.0
2002-01-11,3865.3333333333335,186601.5,8080.783333333333,1.6,4.0
2002-01-12,3892.0,187321.75,8084.341666666666,1.7,4.0
2003-01-01,3893.3333333333335,188042.0,8087.9,1.4,3.9166666666666665
2003-01-02,3894.6666666666665,188599.75,8091.666666666666,1.6,3.8333333333333335
