Date,Statistic,GDP,Population,Inflation Rate,Interest Rate
1996-01-01,30666.666666666668,86273.0046153846,6809.6,2.9,6.233333333333333
1996-01-02,30333.333333333332,86724.08506410256,6808.333333333334,3.0,6.086666666666667
1996-01-03,30000.0,87175.1655128205,6807.066666666667,3.0,5.94
1996-01-04,30000.0,87626.24596153846,6805.8,2.8,5.856666666666667
1996-01-05,30000.0,88077.3264102564,6804.533333333334,2.8,5.773333333333333
1996-01-06,30000.0,88528.40685897435,6803.266666666666,2.8,5.69
1996-01-07,30000.0,88979.4873076923,6802.0,2.7,5.69
1996-01-08,30000.0,89430.56775641025,6800.733333333334,2.7,5.69
1996-01-09,30000.0,89881.64820512821,6799.466666666666,2.7,5.69
1996-01-10,30000.0,90332.72865384615,6798.2,3.0,5.773333333333333
1996-01-11,30000.0,90783.8091025641,6796.933333333333,3.1,5.856666666666667
1996-01-12,30000.0,91234.88955128205,6795.666666666666,2.8,5.94
1997-01-01,30316.666666666668,91685.97,6794.4,2.6,5.94
1997-01-02,30633.333333333332,92319.38916666666,6794.216666666666,2.4,5.94
1997-01-03,30950.0,92952.80833333333,6794.033333333333,2.2,5.94
1997-01-04,30633.333333333332,93586.22750000001,6793.849999999999,2.1,6.043333333333334
1997-01-05,30316.666666666668,94219.64666666667,6793.666666666666,2.1,6.1466666666666665
1997-01-06,30000.0,94853.06583333333,6793.483333333333,2.1,6.25
1997-01-07,30000.0,95486.485,6793.299999999999,2.4,6.416666666666667
1997-01-08,30000.0,96119.90416666667,6793.116666666667,2.3,6.583333333333333
1997-01-09,30000.0,96753.32333333333,6792.933333333333,2.2,6.75
1997-01-10,29983.333333333332,97386.7425,6792.75,2.2,6.916666666666667
1997-01-11,29966.666666666668,98020.16166666667,6792.566666666667,2.1,7.083333333333333
1997-01-12,29950.0,98653.58083333334,6792.383333333333,1.9,7.25
1998-01-01,29800.0,99287.0,6792.2,1.8,7.25
1998-01-02,29650.0,99705.66666666667,6790.608333333334,1.8,7.25
1998-01-03,29500.0,100124.33333333333,6789.016666666666,1.9,7.25
1998-01-04,29666.666666666668,100543.0,6787.425,2.1,7.333333333333333
1998-01-05,29833.333333333332,100961.66666666667,6785.833333333333,2.2,7.416666666666667
1998-01-06,30000.0,101380.33333333333,6784.241666666667,1.9,7.5
1998-01-07,30000.0,101799.0,6782.65,1.7,7.5
1998-01-08,30000.0,102217.66666666667,6781.058333333333,1.6,7.5
1998-01-09,30000.0,102636.33333333333,6779.466666666667,1.7,7.5
1998-01-10,30333.333333333332,103055.0,6777.875,1.6,7.083333333333333
1998-01-11,30666.666666666668,103473.66666666667,6776.283333333334,1.7,6.666666666666667
1998-01-12,31000.0,103892.33333333333,6774.691666666667,1.9,6.25
1999-01-01,31000.0,104311.0,6773.1,2.0,6.0
1999-01-02,31000.0,104547.5,6773.191666666667,1.9,5.75
1999-01-03,31000.0,104784.0,6773.283333333334,2.1,5.5
1999-01-04,30983.333333333332,105020.5,6773.375,2.0,5.333333333333333
1999-01-05,30966.666666666668,105257.0,6773.466666666667,1.7,5.166666666666667
1999-01-06,30950.0,105493.5,6773.558333333333,1.8,5.0
1999-01-07,30966.666666666668,105730.0,6773.65,1.7,5.083333333333333
1999-01-08,30983.333333333332,105966.5,6773.741666666667,1.6,5.166666666666667
1999-01-09,31000.0,106203.0,6773.833333333333,1.6,5.25
1999-01-10,31166.666666666668,106439.5,6773.925,1.5,5.333333333333333
1999-01-11,31333.333333333332,106676.0,6774.016666666666,1.5,5.416666666666667
1999-01-12,31500.0,106912.5,6774.108333333334,1.5,5.5
2000-01-01,31666.666666666668,107149.0,6774.2,1.2,5.583333333333333
2000-01-02,31833.333333333332,107653.83333333333,6774.099999999999,1.2,5.666666666666667
2000-01-03,32000.0,108158.66666666667,6774.0,1.0,5.75
2000-01-04,32166.666666666668,108663.5,6773.9,0.9,5.75
2000-01-05,32333.333333333332,109168.33333333333,6773.8,1.0,5.75
2000-01-06,32500.0,109673.16666666667,6773.7,1.2,5.75
2000-01-07,32500.0,110178.0,6773.6,1.2,5.75
2000-01-08,32500.0,110682.83333333333,6773.5,1.0,5.75
2000-01-09,32500.0,111187.66666666667,6773.4,1.3,5.75
2000-01-10,32500.0,111692.5,6773.3,1.4,5.75
2000-01-11,32500.0,112197.33333333333,6773.2,1.5,5.75
2000-01-12,32500.0,112702.16666666667,6773.1,1.2,5.75
2001-01-01,32666.666666666668,113207.0,6773.0,1.2,5.75
2001-01-02,32833.333333333336,113646.75,6773.991666666667,1.2,5.75
2001-01-03,33000.0,114086.5,6774.983333333334,1.3,5.75
2001-01-04,33166.666666666664,114526.25,6775.975,1.5,5.583333333333333
2001-01-05,33333.333333333336,114966.0,6776.966666666666,1.9,5.416666666666667
2001-01-06,33500.0,115405.75,6777.958333333333,1.9,5.25
2001-01-07,33833.333333333336,115845.5,6778.95,1.7,5.083333333333333
2001-01-08,34166.666666666664,116285.25,6779.941666666667,2.1,4.916666666666667
2001-01-09,34500.0,116725.0,6780.933333333333,1.7,4.75
2001-01-10,34666.666666666664,117164.75,6781.924999999999,1.6,4.5
2001-01-11,34833.333333333336,117604.5,6782.916666666666,1.2,4.25
2001-01-12,35000.0,118044.25,6783.908333333333,1.4,4.0
2002-01-01,35200.0,118484.0,6784.9,1.8,4.0
2002-01-02,35400.0,119034.08333333333,6787.383333333333,1.7,4.0
2002-01-03,35600.0,119584.16666666667,6789.866666666667,1.7,4.0
2002-01-04,36050.0,120134.25,6792.349999999999,1.6,4.0
2002-01-05,36500.0,120684.33333333333,6794.833333333333,1.2,4.0
2002-01-06,36950.0,121234.41666666667,6797.316666666667,1.1,4.0
2002-01-07,37195.833333333336,121784.5,6799.799999999999,1.4,4.0
2002-01-08,37441.666666666664,122334.58333333333,6802.283333333333,1.3,4.0
2002-01-09,37687.5,122884.66666666667,6804.766666666666,1.2,4.0
2002-01-10,38108.333333333336,123434.75,6807.25,1.5,4.0
2002-01-11,38529.166666666664,123984.83333333333,6809.733333333334,1.6,4.0
2002-01-12,38950.0,124534.91666666667,6812.216666666666,1.7,4.0
2003-01-01,39300.0,125085.0,6814.7,1.4,3.9166666666666665
2003-01-02,39650.0,125676.91666666667,6816.841666666666,1.6,3.8333333333333335
2003-01-03,40000.0,126268.83333333333,6818.983333333334,1.6,3.75
2003-01-04,41000.0,126860.75,6821.125,1.5,3.75
2003-01-05,42000.0,127452.66666666667,6823.266666666666,1.3,3.75
2003-01-06,43000.0,128044.58333333333,6825.408333333333,1.2,3.75
2003-01-07,44166.666666666664,128636.5,6827.549999999999,1.3,3.6666666666666665
2003-01-08,45333.333333333336,129228.41666666667,6829.691666666667,1.4,3.5833333333333335
2003-01-09,46500.0,129820.33333333333,6831.833333333333,1.3,3.5
2003-01-10,48166.666666666664,130412.25,6833.974999999999,1.3,3.5833333333333335
2003-01-11,49833.333333333336,131004.16666666667,6836.116666666667,1.3,3.6666666666666665
2003-01-12,51500.0,131596.08333333334,6838.258333333333,1.3,3.75
2004-01-01,53166.666666666664,132188.0,6840.4,1.5,3.8333333333333335
2004-01-02,54833.333333333336,132724.16666666666,6842.866666666667,1.4,3.9166666666666665
2004-01-03,56500.0,133260.33333333334,6845.333333333333,1.2,4.0
2004-01-04,58333.333333333336,133796.5,6847.799999999999,1.1,4.083333333333333
2004-01-05,60166.666666666664,134332.66666666666,6850.266666666666,1.4,4.166666666666667
2004-01-06,62000.0,134868.83333333334,6852.733333333334,1.5,4.25
2004-01-07,64650.0,135405.0,6855.2,1.4,4.416666666666667
2004-01-08,67300.0,135941.16666666666,6857.666666666666,1.4,4.583333333333333
2004-01-09,69950.0,136477.33333333334,6860.133333333333,1.2,4.75
2004-01-10,71300.0,137013.5,6862.6,1.3,4.75
2004-01-11,72650.0,137549.66666666666,6865.066666666667,1.5,4.75
2004-01-12,74000.0,138085.83333333334,6867.533333333333,1.8,4.75
2005-01-01,74766.66666666667,138622.0,6870.0,1.7,4.75
2005-01-02,75533.33333333333,139235.83333333334,6872.633333333333,1.7,4.75
2005-01-03,76300.0,139849.66666666666,6875.266666666666,2.0,4.75
2005-01-04,77516.66666666667,140463.5,6877.9,1.9,4.75
